onset	duration	isError	targetForce	forceLevel	speedLevel	targetSpeed	numPress
  6.501	6	1	2.5	L	M	10	 9
 14.501	6	1	2.5	L	M	10	 9
 22.502	6	1	2.5	L	L	 6	 6
   30.5	6	1	  6	M	L	 6	 2
 38.501	6	1	2.5	L	L	 6	 6
 46.501	6	1	 10	H	L	 6	 3
   54.5	6	1	2.5	L	L	 6	10
 62.502	6	1	2.5	L	H	18	13
 70.501	6	1	2.5	L	H	18	13
 78.501	6	0	  6	M	L	 6	 6
 98.501	6	1	2.5	L	H	18	17
  106.5	6	1	2.5	L	M	10	10
114.501	6	0	 10	H	L	 6	 6
134.501	6	1	2.5	L	L	 6	 8
  142.5	6	1	2.5	L	H	18	16
  162.5	6	0	 10	H	L	 6	 6
170.501	6	0	2.5	L	M	10	10
  178.5	6	0	 10	H	L	 6	 6
  186.5	6	0	 10	H	L	 6	 6
194.502	6	0	2.5	L	L	 6	 6
  202.5	6	0	  6	M	L	 6	 6
210.502	6	0	2.5	L	M	10	10
218.501	6	0	  6	M	L	 6	 6
238.501	6	1	  6	M	L	 6	 6
  246.5	6	1	2.5	L	H	18	18
  6.502	6	0	2.5	L	L	 6	 6
 26.501	6	0	 10	H	L	 6	 6
   34.5	6	1	2.5	L	L	 6	 6
   42.5	6	1	2.5	L	H	18	15
   50.5	6	0	2.5	L	M	10	10
   58.5	6	1	  6	M	L	 6	 6
   66.5	6	0	 10	H	L	 6	 6
   74.5	6	0	 10	H	L	 6	 6
   82.5	6	0	  6	M	L	 6	 6
   90.5	6	1	2.5	L	H	18	17
  110.5	6	0	  6	M	L	 6	 6
  118.5	6	0	2.5	L	M	10	10
126.502	6	0	 10	H	L	 6	 6
  134.5	6	0	2.5	L	M	10	10
  142.5	6	1	2.5	L	H	18	18
  150.5	6	1	2.5	L	L	 6	 6
  158.5	6	1	2.5	L	H	18	18
  178.5	6	0	2.5	L	M	10	10
198.502	6	0	2.5	L	M	10	10
  206.5	6	0	  6	M	L	 6	 6
  214.5	6	0	2.5	L	L	 6	 6
  222.5	6	0	  6	M	L	 6	 6
  230.5	6	1	2.5	L	H	18	18
  238.5	6	0	 10	H	L	 6	 6
  246.5	6	1	2.5	L	L	 6	 6
