onset	duration	isError	targetForce	forceLevel	speedLevel	targetSpeed	numPress
    6.5	6	1	2.5	L	M	10	10
   14.5	6	0	2.5	L	M	10	10
   22.5	6	1	2.5	L	L	 6	 6
   30.5	6	0	  6	M	L	 6	 6
   38.5	6	0	2.5	L	L	 6	 6
 46.501	6	0	 10	H	L	 6	 6
   54.5	6	1	2.5	L	L	 6	 6
   62.5	6	1	2.5	L	H	18	18
   70.5	6	1	2.5	L	H	18	18
   78.5	6	0	  6	M	L	 6	 6
   98.5	6	0	2.5	L	H	18	18
  106.5	6	1	2.5	L	M	10	10
  114.5	6	0	 10	H	L	 6	 6
  134.5	6	1	2.5	L	L	 6	 6
  142.5	6	1	2.5	L	H	18	 9
162.502	6	0	 10	H	L	 6	 6
170.502	6	0	2.5	L	M	10	10
  178.5	6	0	 10	H	L	 6	 6
  186.5	6	0	 10	H	L	 6	 6
  194.5	6	1	2.5	L	L	 6	 6
202.502	6	0	  6	M	L	 6	 6
210.502	6	1	2.5	L	M	10	10
  218.5	6	0	  6	M	L	 6	 6
238.502	6	0	  6	M	L	 6	 6
  246.5	6	0	2.5	L	H	18	18
    6.5	6	1	2.5	L	L	 6	 6
   26.5	6	0	 10	H	L	 6	 6
 34.502	6	1	2.5	L	L	 6	 6
   42.5	6	0	2.5	L	H	18	18
 50.502	6	0	2.5	L	M	10	10
   58.5	6	0	  6	M	L	 6	 6
   66.5	6	0	 10	H	L	 6	 6
   74.5	6	0	 10	H	L	 6	 6
 82.502	6	0	  6	M	L	 6	 6
 90.502	6	0	2.5	L	H	18	18
  110.5	6	0	  6	M	L	 6	 6
118.502	6	0	2.5	L	M	10	10
126.501	6	0	 10	H	L	 6	 6
  134.5	6	1	2.5	L	M	10	10
142.502	6	1	2.5	L	H	18	18
150.502	6	1	2.5	L	L	 6	 6
158.502	6	1	2.5	L	H	18	17
  178.5	6	0	2.5	L	M	10	10
198.502	6	0	2.5	L	M	10	10
  206.5	6	0	  6	M	L	 6	 6
214.501	6	0	2.5	L	L	 6	 6
222.501	6	0	  6	M	L	 6	 6
  230.5	6	0	2.5	L	H	18	18
  238.5	6	0	 10	H	L	 6	 6
246.501	6	1	2.5	L	L	 6	 6
